,18-24,25-34,35-54
5179,15,35,54
5180,19,45,109
5181,260,370,1048
5184,7,13,33
5185,8,4,35
5186,5,4,27
5187,3,8,18
5188,8,17,51
5189,172,250,825
5190,21,20,54
5191,5,6,18
5192,2,5,6
5193,16,26,85
5194,2,5,21
5195,25,36,94
5196,0,0,5
5197,26,34,137
5198,2,6,15
5199,9,13,24
5200,4,25,55
5201,41,49,211
5202,13,20,63
5204,6,9,31
5205,20,50,99
5206,78,151,487
5208,2,9,9
5209,23,60,217
5210,13,33,76
5211,6,16,50
5212,23,41,127
5214,35,55,127
5216,20,23,59
5217,239,338,942
5218,1,1,4
5219,20,12,46
5220,22,33,81
5221,149,174,616
5223,23,67,130
5224,72,149,349
5225,43,73,224
5226,9,6,26
5227,3,3,21
5228,15,18,86
5229,16,25,73
5230,15,20,70
5232,9,11,56
5234,12,7,42
5235,154,152,603
5236,4,5,15
5237,24,63,90
5239,7,12,39
5240,2,8,26
5242,9,13,49
5243,117,150,596
5244,8,8,31
5245,34,47,116
5246,176,228,717
5247,2,2,11
5248,15,27,63
5249,4,0,6
5250,6,2,19
5251,6,9,20
5252,2,7,22
5254,39,56,228
5255,16,19,69
5256,0,1,15
5257,14,21,69
5258,40,81,166
5260,32,27,100
5261,38,63,221
5262,7,15,34
5263,11,23,35
5264,1,1,5
5265,36,63,147
5266,20,32,85
5267,225,333,1119
5268,66,102,262
5269,269,355,850
5271,2,5,28
5272,8,25,77
5273,12,25,50
5274,2,11,12
5275,133,171,672
5276,34,71,175
5277,10,13,44
5278,3,5,25
5279,6,15,22
5280,2,2,3
5282,43,54,166
5283,58,95,357
5284,107,187,515
5285,43,57,144
5288,1,2,5
5289,4,6,27
5290,27,46,171
5291,118,152,516
5292,0,3,6
5293,0,0,6
5294,11,7,24
5296,235,327,968
5297,198,318,871
5298,188,249,874
5299,0,2,8
5300,8,8,36
5301,3,1,14
5302,114,161,397
5303,29,63,172
5304,7,24,46
5305,1,2,11
5306,12,24,57
5307,18,17,84
5308,239,376,1032
5309,36,76,226
5310,363,459,1509
5311,1,6,15
5312,25,52,124
5313,3,5,28
5314,0,4,12
5316,14,15,64
5317,12,27,66
5318,125,146,475
5320,76,104,398
5321,34,63,183
5322,4,4,29
5323,33,35,120
5324,5,2,16
5325,7,7,34
5327,5,3,11
5328,41,56,152
5329,260,347,1061
5330,0,2,10
5331,56,111,272
5333,47,76,214
5334,13,21,56
5335,45,72,240
5336,4,16,41
5337,145,213,551
5338,10,21,40
5339,11,30,76
5340,446,619,1861
5341,27,36,84
5342,33,56,190
5343,49,71,213
5344,159,217,845
5345,4,11,32
5346,101,224,431
5347,64,90,259
5348,14,22,60
5349,12,24,58
5351,3,6,6
5352,33,55,141
5353,25,24,71
5354,26,44,104
5355,23,33,71
5356,192,321,910
5358,31,55,172
5359,2,5,21
5360,13,23,80
5361,69,105,373
5362,8,23,54
5363,10,19,68
5364,34,35,85
5365,120,185,481
5368,4,9,29
5369,6,24,48
5370,2,7,22
5371,41,47,150
5372,18,47,102
5373,2,2,10
5374,237,336,1067
5375,156,243,719
5376,40,67,152
5377,3,5,22
5378,50,62,145
5380,11,14,53
5382,31,88,283
5383,2,3,9
5384,126,186,553
5385,33,55,138
5386,26,40,133
5387,6,5,23
5388,11,16,53
5389,2,13,24
5390,26,43,109
5391,384,626,1646
5392,82,118,324
5393,64,133,353
5394,33,60,196
5396,42,56,146
5397,33,50,91
5398,0,1,12
5399,2,4,31
5400,3,13,15
5401,46,81,175
5402,165,186,664
5405,4,6,36
5406,12,24,54
5407,439,401,1590
5408,350,528,1613
5409,58,65,228
5410,48,79,214
5411,28,37,136
5412,0,1,11
5413,34,38,110
5415,19,41,110
5416,2,2,18
5417,39,75,179
5418,154,203,596
5419,5,5,16
5420,12,36,94
5423,15,28,63
5424,1,4,7
5425,72,127,323
5426,42,84,166
5427,3,4,12
5428,401,493,1660
5429,0,4,12
5430,25,51,83
5431,21,30,113
5433,23,27,95
5434,26,22,61
5435,95,134,428
5436,13,26,54
5437,57,103,298
5438,19,63,126
5439,6,8,18
5440,2,3,15
5441,132,205,544
5442,14,30,80
5443,16,20,83
5444,42,73,162
5445,193,319,996
5446,7,9,27
5447,29,36,121
5448,50,76,248
5449,339,422,1560
5450,439,445,2088
5451,6,19,47
5452,158,185,595
5454,276,377,1135
5455,12,24,101
5456,12,30,54
5457,3,13,27
5458,78,119,360
5460,25,42,131
5461,65,89,257
5462,559,543,2176
5463,379,446,1518
5464,300,419,1416
5465,0,2,10
5466,203,363,965
5467,1,2,9
5468,18,19,91
5469,53,96,235
5470,16,14,61
5471,3,7,25
5472,36,46,167
5473,2,2,22
5474,21,26,101
5475,86,148,387
5476,2,16,44
5477,149,204,455
5478,14,25,41
5480,82,141,335
5481,16,48,99
5482,415,609,1779
5483,9,5,27
5484,13,17,47
5485,18,27,67
5486,54,89,225
5487,103,153,442
5488,40,68,203
5489,8,10,25
5490,133,228,618
5491,14,13,111
5492,14,27,82
5493,13,20,43
5494,17,28,76
5495,9,13,26
5496,1,12,32
5497,133,169,617
5498,117,193,514
5499,199,257,767
5501,193,285,764
5502,24,27,107
5503,65,90,327
5505,7,14,61
5506,14,17,85
5507,42,38,185
5508,1,3,15
5509,75,113,462
5510,312,421,1308
5511,154,260,697
5512,32,51,145
5513,111,146,408
5514,6,10,32
5515,27,32,94
5516,12,6,50
5517,160,206,612
5518,310,479,1617
5519,104,144,358
5520,7,31,79
5521,44,85,220
5522,37,65,146
5523,21,21,104
5525,37,76,211
5526,129,190,535
5527,8,14,43
5528,78,98,282
5530,272,393,1038
5531,470,632,1845
5532,28,34,87
5533,8,13,46
5534,27,26,95
5535,8,5,17
5536,48,119,199
5537,7,8,55
5538,101,123,447
5539,17,22,60
5540,21,23,68
5541,1,6,4
5542,468,532,1675
5543,8,21,49
5544,61,92,315
5545,27,32,96
5546,103,195,371
5547,330,503,1516
5548,6,9,31
5549,247,324,966
5550,5,6,17
5551,402,548,1551
5552,0,0,5
5553,9,16,52
5554,2,5,15
5555,49,50,188
5556,20,35,85
5558,40,48,150
5559,497,678,1880
5562,5,16,41
5563,120,166,451
5564,328,556,1442
5565,133,163,745
5566,56,89,256
5567,49,69,201
5569,7,11,64
5570,32,43,126
5571,3,9,15
5572,197,249,652
5573,23,33,108
5574,3,11,18
5575,6,13,32
5576,11,12,45
5577,77,91,260
5578,11,16,44
5579,31,43,119
5580,18,28,80
5582,239,411,1279
5583,6,14,36
5584,8,14,25
5585,38,76,148
5586,2,1,11
5587,15,16,64
5588,9,26,56
5589,9,28,38
5590,81,113,340
5591,407,641,1659
5592,25,52,89
5594,34,40,169
5595,37,60,157
5596,7,19,25
5597,61,99,292
5598,43,64,164
5599,31,43,119
5600,316,353,1109
5601,160,241,645
5602,1,1,12
5603,304,364,1145
5604,2,7,26
5605,447,592,1935
5606,10,14,24
5607,73,102,217
5608,337,687,1652
5609,2,4,11
5610,11,8,36
5611,1,6,9
5612,23,30,97
5614,299,276,998
5616,10,12,25
5617,7,9,29
5618,324,429,1300
5619,3,11,11
5620,224,364,840
5621,243,401,1021
5622,11,11,35
5623,2,3,14
5624,104,137,435
5625,90,112,310
5626,68,94,216
5627,8,8,36
5628,4,13,22
5629,60,63,178
5630,2,7,15
5631,22,37,99
5632,18,25,100
5633,31,24,67
5634,33,52,174
5635,9,26,57
5636,114,201,428
5637,301,529,1315
5638,89,138,420
5639,50,93,266
5640,22,53,155
5641,161,210,652
5643,118,110,409
5644,25,25,88
5645,22,33,85
5646,12,19,62
5647,186,261,682
5648,11,22,66
5649,363,517,2002
5650,54,83,208
5651,0,0,4
5652,32,43,174
5653,14,13,47
5654,43,58,175
5655,1,3,9
5656,86,142,384
5657,6,15,28
5658,4,1,11
5659,418,561,1605
5660,11,18,41
5661,6,7,14
5662,160,284,667
5663,35,64,187
5665,10,7,40
5666,24,38,87
5667,5,5,12
5669,278,420,1150
5670,95,91,417
5671,82,118,370
5672,21,16,54
5673,6,21,38
5675,216,282,879
5676,305,398,1142
5677,347,456,1396
5678,24,23,100
5679,6,8,32
5680,3,8,18
5681,63,81,225
5682,4,1,27
5683,0,0,1
5684,10,22,43
5685,12,28,65
5686,213,366,805
5687,11,30,81
5689,32,44,170
5690,12,29,73
5691,5,11,27
5692,140,228,572
5693,61,85,317
5696,59,104,213
5697,334,464,1476
5698,3,3,13
5699,17,12,73
5700,10,20,44
5701,33,50,144
5702,9,6,29
5703,52,77,279
5704,32,64,104
5705,267,332,899
5706,48,59,206
5707,13,17,70
5708,4,6,14
5710,80,108,198
5711,76,146,320
5713,372,554,1613
5715,2,4,28
5716,55,84,239
5717,11,29,42
5718,11,21,55
5719,434,577,1681
5720,3,4,10
5721,96,166,368
5722,15,18,55
5723,105,149,434
5724,27,35,99
5725,13,22,52
5726,10,19,56
5727,94,173,496
5728,72,107,320
5729,6,15,27
5730,3,11,19
5731,6,32,76
5732,26,50,106
5733,154,227,728
5734,2,7,28
5735,26,32,76
5736,13,38,43
5737,2,9,20
5738,12,27,68
5739,114,161,507
5740,160,245,607
5741,20,13,45
5742,31,38,108
5743,5,2,17
5744,15,26,56
5745,90,140,313
5746,68,102,312
5747,19,16,71
5748,6,17,25
5749,20,26,70
5750,389,592,1760
5751,172,321,826
5752,98,137,372
5753,5,12,34
5754,17,23,57
5755,38,58,142
5756,52,79,192
5757,6,8,18
5758,34,68,133
5759,49,74,239
5760,13,19,49
5761,20,36,74
5762,192,272,728
5763,118,170,452
5764,1,1,20
5765,130,186,530
5767,13,33,92
5768,25,28,74
5769,124,166,370
5771,128,180,470
5772,4,2,9
5773,172,247,635
5774,39,86,191
5775,1,1,3
5776,311,479,1462
5777,45,72,247
5778,174,309,765
5779,55,75,248
5780,59,120,254
5781,40,68,177
5782,11,23,42
5783,19,34,81
5784,6,12,32
5785,12,41,69
5786,62,80,209
5787,3,2,5
5788,19,46,124
5789,19,32,132
5790,3,3,32
5792,130,165,504
5793,52,90,213
5794,35,49,159
5795,6,8,23
5796,250,288,861
5797,3,4,15
5799,91,114,409
5801,264,422,1136
5802,103,130,270
5803,4,3,22
5805,18,43,64
5806,13,22,47
5807,93,134,319
5808,65,69,219
5809,289,426,1108
5810,44,41,122
5811,57,88,233
5812,11,19,58
5813,43,67,185
5814,12,36,88
5815,22,41,85
5816,11,8,32
5817,46,47,166
5818,80,149,379
5819,37,53,171
5820,7,11,29
5822,25,39,108
5823,128,171,422
5824,3,11,26
5825,9,18,23
5826,19,39,106
5827,45,79,215
5828,49,53,163
5829,100,140,425
5830,9,27,98
5831,26,50,144
5832,91,181,475
5833,127,182,492
5834,4,9,15
5835,4,22,57
5836,5,15,26
5838,53,103,223
5839,7,12,37
5841,5,15,34
5842,45,57,125
5843,559,393,1390
5844,76,97,306
5845,39,77,223
5846,35,43,139
5847,43,75,167
5848,408,524,1762
5849,299,383,1363
5850,112,166,391
5851,34,61,129
5852,54,109,233
5853,337,446,1162
5854,23,28,98
5855,119,201,419
5856,8,26,58
5857,172,215,580
5858,14,8,24
5859,15,28,44
5860,23,48,89
5861,26,62,120
5862,11,15,54
5863,225,364,951
5864,18,30,108
5865,58,64,304
5866,24,53,142
5867,22,25,76
5868,25,53,102
5869,84,98,342
5870,2,9,25
5871,20,55,96
5872,15,28,58
5873,67,127,298
5874,0,1,3
5875,23,27,51
5876,25,32,99
5877,5,21,47
5878,407,551,1505
5879,85,135,348
5880,2,8,23
5881,7,13,27
5882,55,142,295
5884,4,6,26
5885,1,4,8
5886,1,3,4
5887,90,182,459
5888,1,6,28
5889,47,75,254
5890,33,57,148
5891,13,25,48
5892,21,14,51
5893,44,73,188
5894,62,134,293
5895,68,90,296
5896,0,0,7
5897,94,160,495
5898,279,383,1068
5899,86,135,301
5900,3,6,17
5901,21,25,57
5902,2,17,44
5903,202,254,608
5904,115,234,739
5905,11,24,74
5906,9,10,25
5907,156,238,530
5908,233,389,1193
5909,19,48,115
5910,25,40,102
5911,43,59,169
5912,165,245,705
5913,2,4,10
5914,10,5,14
5915,5,9,23
5916,69,136,325
5917,63,81,273
5918,78,130,272
5919,9,7,22
5920,12,18,56
5921,20,26,60
5922,14,39,135
5923,27,72,179
5924,149,209,691
5925,111,134,488
5926,25,44,141
5927,25,47,94
5928,102,182,474
5929,13,38,64
5930,10,22,43
5931,37,34,128
5932,22,60,110
5933,10,20,50
5934,3,3,16
5935,234,269,832
5936,94,133,546
5937,47,70,192
5938,235,339,863
5939,7,22,51
5940,137,199,869
5941,147,207,543
5942,44,50,151
5943,130,175,493
5944,99,141,335
5945,0,1,15
5946,13,24,51
5947,13,14,34
5948,29,38,97
5949,278,407,1160
5951,16,18,51
5952,14,18,50
5953,82,111,364
5954,1,6,16
5957,260,358,1374
5958,128,196,632
5959,242,269,778
5960,22,27,77
5961,20,36,82
5962,111,161,429
5963,4,8,31
5964,97,123,359
5965,53,76,218
5966,23,47,81
5967,3,14,29
5968,5,10,29
5969,1,6,10
5970,35,68,208
5971,27,50,110
5972,13,28,86
5973,34,56,122
5974,29,40,107
5975,182,271,731
5976,76,120,343
5977,6,17,35
5978,37,60,178
5979,189,250,597
5980,49,78,242
5981,9,15,50
5982,12,8,27
5983,11,15,92
5984,271,352,992
5985,19,46,114
5986,9,22,60
5987,50,107,243
5988,14,15,46
5991,74,128,316
5992,26,49,131
5993,264,404,950
5995,4,8,41
5996,3,8,17
5997,7,8,39
5998,128,169,431
5999,8,19,41
6000,108,156,416
6001,17,29,65
6002,52,115,286
6003,83,143,326
6004,5,18,44
6005,51,79,206
6006,26,35,87
6007,30,29,95
6008,192,317,973
6009,52,62,167
6010,33,32,157
6011,5,12,42
6012,37,68,174
6013,428,544,1302
6014,5,5,22
6015,39,61,112
6016,26,52,112
6020,8,34,85
6022,41,78,214
6023,20,32,96
6024,485,684,1565
6026,21,49,117
6027,10,23,57
6028,4,3,7
6030,56,123,264
6031,6,2,9
6034,13,17,52
6037,18,21,70
6039,15,25,60
6041,291,497,1318
6042,53,70,194
6043,96,197,402
6044,49,34,118
6045,149,276,970
6046,43,76,304
6047,0,4,18
6048,11,28,38
6049,18,32,85
6050,6,23,47
6053,534,350,1077
6054,300,438,1372
6055,5,6,34
6056,280,422,1344
6057,253,316,1244
6058,83,151,455
6060,41,46,155
6061,203,314,675
6064,42,67,130
6065,29,67,124
6066,397,559,1325
6067,8,13,29
6068,3,5,22
6070,275,416,1421
6071,4,14,23
6072,32,50,112
6073,122,169,426
6075,9,17,53
6076,43,68,142
6078,63,107,261
6082,54,79,187
6083,16,25,63
6084,22,38,76
6085,14,17,58
6088,144,238,790
6089,32,55,174
6091,333,559,1527
6092,85,83,292
6094,286,385,1218
6095,12,21,58
6096,22,54,127
6100,60,129,246
6101,91,126,391
6106,18,34,85
6107,73,83,256
6111,111,152,443
6113,30,45,191
6114,51,81,199
6115,280,389,1109
6116,10,18,41
6117,208,327,629
6118,81,89,244
6119,427,568,1291
6120,122,247,610
6121,12,34,80
6124,117,181,463
6126,152,269,560
6127,23,39,119
6128,370,537,1325
6129,309,366,1472
6132,106,158,479
6134,6,16,39
6136,36,58,154
6137,188,259,651
6138,329,430,1434
6140,127,166,412
6142,33,94,177
6145,55,107,206
6148,131,177,477
6149,251,385,854
6150,149,250,621
6153,152,231,656
6154,113,199,457
6155,98,191,418
6156,42,54,94
6157,161,230,629
6158,159,209,705
6159,114,114,447
6160,19,27,53
6163,32,45,130
6164,13,31,57
6165,315,457,1156
6167,59,88,188
6168,362,560,1498
6171,106,156,423
6172,12,17,42
6173,89,143,250
6174,32,56,155
6175,13,25,43
6176,3,5,23
6178,106,210,447
6179,26,28,89
6180,12,37,104
6181,56,89,223
6182,8,11,33
6183,6,9,19
6184,38,95,183
6185,37,70,108
6186,44,71,199
6187,66,91,226
6188,15,26,61
6189,55,76,211
6190,30,50,157
6191,50,52,154
6192,3,2,21
6193,13,36,55
6194,87,150,313
6195,5,17,41
6196,90,139,292
6199,16,28,97
6200,25,61,134
6202,365,529,1291
6203,61,98,291
6204,199,284,854
6205,38,60,196
6206,32,67,137
6207,42,84,176
6208,341,572,1560
6209,62,110,249
6210,210,318,910
6211,42,56,130
6212,78,108,378
6213,26,31,95
6215,121,226,504
6218,6,5,37
6219,21,62,161
6220,37,49,119
6221,36,43,115
6222,35,84,130
6223,31,52,115
6224,10,18,83
6225,43,97,247
6226,12,31,56
6227,16,27,63
6228,24,35,88
6229,37,85,161
6230,181,297,672
6231,5,6,15
6232,22,31,78
6233,296,481,1338
6234,13,9,42
6235,211,343,796
6236,74,124,315
6238,76,143,405
6239,8,18,34
6240,5,7,19
6241,13,18,66
6242,314,541,1330
6244,73,131,258
6245,60,100,290
6246,26,34,83
6247,150,249,755
6248,102,165,439
6249,38,78,196
6250,133,182,522
6251,9,32,50
6253,224,344,1053
6255,129,151,588
6256,172,244,811
6257,50,86,211
6259,64,116,275
6260,36,74,184
6261,424,615,1713
6262,89,141,342
6263,53,100,192
6264,57,88,296
6265,170,265,655
6266,35,91,190
6267,123,199,502
6268,101,188,471
6269,18,25,45
6270,23,27,105
6272,55,82,251
6273,208,369,925
6274,2,4,18
6276,227,324,923
6278,45,61,122
6279,18,37,82
6282,58,90,201
6283,73,114,371
6284,251,380,927
6285,47,51,177
6286,115,181,454
6287,75,138,423
6288,133,191,557
6289,148,247,557
6290,33,55,144
6291,48,63,204
6292,116,168,460
6294,197,270,894
6295,8,24,39
6296,64,84,271
6298,43,68,224
6299,54,89,200
6301,151,310,849
6302,96,166,419
6303,27,38,114
6304,93,119,357
6305,32,44,113
6306,96,168,386
6307,220,325,858
6308,68,106,284
6309,36,38,123
6310,63,116,296
6311,28,33,72
6312,298,456,1216
6313,59,139,298
6314,286,463,1450
6315,54,105,307
6316,27,45,88
6317,107,155,346
6318,55,75,240
6321,15,31,96
6322,119,210,487
6323,112,145,415
6324,82,131,338
6325,59,105,216
6326,85,140,358
6327,367,495,1436
6328,42,86,180
6329,123,156,423
6330,43,79,150
6331,206,280,722
6332,173,246,711
6333,42,70,211
6334,23,48,118
6335,14,33,65
6336,172,245,542
6337,176,224,728
6338,232,355,950
6339,266,395,897
6340,244,351,851
6342,315,512,1161
6343,25,52,104
6344,10,14,64
6345,6,7,21
6346,89,159,465
6347,178,251,711
6348,275,413,1116
6349,201,365,1034
6350,5,9,32
6351,180,327,900
6352,51,106,270
6353,77,114,430
6354,332,460,1086
6355,174,250,713
6356,164,280,672
6357,105,112,344
6358,96,148,347
6362,19,31,89
6363,69,112,320
6364,17,17,39
6365,6,14,43
6367,97,175,336
6369,12,9,58
6370,25,44,131
6371,81,101,274
6372,24,28,85
6373,3,17,42
6374,348,513,1388
6375,86,191,341
6376,91,186,408
6377,36,49,155
6378,41,83,227
6380,410,633,1516
6381,426,580,1660
6382,243,352,1073
6385,85,125,294
6386,149,223,618
6387,143,268,597
6388,16,36,89
6389,48,54,192
6390,116,165,356
6392,44,53,167
6393,169,247,631
6394,23,17,54
6396,220,276,959
6397,112,171,418
6398,212,287,695
6399,77,123,329
6400,83,151,329
6401,107,237,589
6402,64,90,242
6403,373,514,1555
6404,30,27,104
6405,27,38,120
6406,180,289,885
6407,198,247,692
6408,110,164,407
6409,82,103,340
6411,257,320,1047
6412,7,21,24
6413,39,58,153
6414,104,170,429
6415,169,281,1139
6416,100,161,351
6417,160,228,583
6418,42,43,149
6419,55,56,173
6420,8,7,31
6421,116,210,505
6422,116,199,579
6423,182,230,682
6424,1,2,5
6425,128,201,546
6427,29,39,149
6428,292,560,1594
6429,99,146,266
6430,160,272,593
6432,76,144,280
6433,61,127,351
6434,6,21,36
6435,15,34,85
6437,41,58,162
6438,306,545,1234
6439,72,125,274
6440,3,13,23
6443,88,97,374
6444,64,115,265
6445,157,245,682
6446,20,35,96
6447,47,110,245
6448,38,48,123
6449,205,354,860
6450,30,25,90
6451,452,638,1763
6452,49,60,178
6455,183,312,845
6456,113,181,490
6457,184,315,710
6458,9,10,42
6459,30,41,96
6460,73,142,295
6461,13,17,49
6463,402,457,1470
6464,381,630,1642
6465,180,246,725
6467,63,107,242
6468,9,16,41
6469,24,31,140
6470,348,536,1178
6471,89,137,295
6473,58,58,178
6474,62,109,312
6475,39,38,108
6476,6,10,26
6477,25,44,115
6478,136,174,668
6479,35,65,187
6480,308,524,1133
6481,34,80,169
6482,0,2,11
6483,50,98,218
6484,16,17,57
6485,159,272,831
6486,15,25,69
6487,4,9,42
6488,65,112,285
6490,34,62,132
6491,83,112,237
6492,20,34,103
6493,7,9,29
6495,20,39,101
6496,40,69,158
6498,97,95,380
6499,18,30,70
6500,29,47,171
6501,397,585,1402
6502,94,138,343
6504,35,68,145
6505,173,240,757
6506,20,19,105
6507,183,256,705
6509,13,16,30
6510,36,57,181
6511,48,44,171
6512,76,113,264
6513,34,69,155
6514,255,388,903
6515,46,100,200
6516,23,42,164
6517,16,31,114
6518,32,53,123
6519,16,22,49
6520,10,23,67
6521,224,292,745
6522,13,31,66
6523,108,161,439
6524,47,70,160
6525,7,14,44
6527,70,105,318
6528,122,186,443
6529,177,277,625
6530,42,53,146
6531,123,208,483
6532,149,228,564
6533,47,60,160
6534,65,100,256
6536,108,163,541
6537,37,71,155
6538,36,67,241
6539,375,510,1171
6540,26,40,120
6542,10,41,52
6543,32,43,100
6544,45,53,183
6545,18,25,65
6546,234,368,1184
6547,11,13,32
6549,24,34,110
6550,17,52,106
6551,2,4,10
6552,26,35,124
6553,62,111,277
6554,11,17,43
6555,5,9,34
6556,18,42,107
6557,27,46,79
6558,121,171,377
6559,5,12,20
6560,55,103,227
6561,38,77,213
6563,351,526,1187
6564,163,262,813
6565,33,35,98
6566,81,188,385
6567,362,545,1137
6568,11,15,29
6569,240,440,1327
6570,1,5,5
6571,15,21,67
6573,49,66,209
6574,78,153,426
6575,40,55,187
6576,370,532,1775
6577,211,290,663
6578,96,153,332
6579,6,13,34
6580,368,563,1444
6581,283,479,1095
6582,100,150,389
6583,7,41,76
6584,38,58,158
6585,5,9,20
6588,95,205,603
6589,349,531,1402
6590,268,397,963
6592,23,37,94
6593,71,125,251
6594,47,69,181
6595,93,173,481
6596,59,79,188
6597,85,139,278
6598,35,52,168
6599,194,289,641
6600,133,221,441
6601,50,71,183
6602,8,9,45
6604,37,48,114
6606,13,24,84
6608,19,27,83
6609,20,61,81
6610,16,33,74
6611,35,36,140
6612,4,15,45
6613,91,127,354
6614,22,58,156
6615,37,63,127
6616,8,15,32
6617,366,489,1232
6618,14,33,84
6619,93,120,352
6620,45,99,162
6621,8,7,36
6622,56,100,211
6623,51,119,244
6625,224,414,863
6626,68,115,245
6627,53,54,163
6628,427,675,1586
6629,51,95,208
6630,276,413,1002
6631,174,320,668
6632,27,42,121
6634,16,36,65
6635,255,341,1044
6638,34,38,116
6639,350,548,2003
6640,9,33,55
6641,80,151,337
6642,49,107,225
6644,17,45,116
6645,23,45,119
6646,128,203,498
6648,41,82,196
6649,91,149,313
6650,107,189,395
6651,351,431,1197
6652,38,79,137
6653,30,57,193
6655,10,26,92
6656,42,62,143
6658,36,41,100
6659,131,194,560
6661,77,85,390
6662,39,76,165
6663,70,90,206
6664,25,47,168
6666,230,361,786
6667,25,44,110
6668,33,67,134
6669,31,67,148
6670,28,48,131
6671,48,76,142
6673,36,59,164
6674,47,88,283
6676,289,327,926
6677,21,56,140
6678,250,335,910
6679,69,116,258
6680,64,61,195
6681,67,110,254
6682,138,192,468
6685,101,176,559
6687,50,61,175
6688,142,205,478
6689,109,167,338
6690,113,154,518
6691,115,188,455
6692,22,61,123
6693,290,381,980
6694,30,90,194
6695,87,155,316
6697,85,89,271
6698,103,190,421
6701,94,136,365
6702,70,110,368
6703,72,136,383
6704,21,37,82
6705,106,165,417
6706,34,22,97
6707,243,304,1055
6708,33,55,125
6709,167,308,578
6712,8,20,41
6714,51,104,226
6715,33,34,114
6716,28,68,193
6717,12,25,70
6718,44,94,266
6719,13,24,69
6720,20,35,67
6722,63,73,215
6723,236,412,975
6724,111,245,471
6725,165,288,576
6726,363,568,1499
6727,5,12,24
6728,50,59,145
6730,87,162,335
6732,21,36,96
6733,58,122,182
6735,31,50,91
6736,98,165,394
6737,16,42,75
6738,61,109,234
6739,64,59,170
6740,24,46,111
6741,29,42,75
6744,180,279,760
6745,46,78,211
6746,72,154,323
6747,94,162,403
6748,139,207,570
6750,172,218,743
6751,21,27,72
6753,201,325,745
6755,21,39,91
6756,282,403,883
6757,32,38,96
6758,61,94,264
6759,140,228,583
6760,69,108,197
6761,79,112,307
6762,110,226,424
6763,51,56,149
6764,148,235,622
6765,29,46,107
6766,165,243,569
6768,82,107,293
6769,118,175,398
6770,64,89,241
6771,78,113,369
6772,17,27,62
6773,103,171,452
6774,332,597,1657
6775,189,363,791
6776,10,31,61
6778,183,219,602
6780,134,200,448
6781,70,95,213
6782,103,190,466
6783,136,206,652
6785,54,93,161
6786,184,206,511
6787,121,183,430
6788,59,97,240
6789,136,211,591
6790,344,556,1324
6792,46,72,271
6793,194,303,684
6794,84,161,338
6795,287,452,1089
6796,157,175,456
6797,56,65,183
6799,202,406,793
6800,421,506,1289
6801,361,564,1221
6803,349,559,1202
6804,51,80,181
6805,75,116,255
6807,377,633,1650
6808,47,70,162
6810,49,68,147
6811,40,48,120
6814,266,444,1219
6815,10,19,55
6816,63,86,256
6818,53,78,152
6819,144,201,668
6820,9,11,31
6822,336,499,1246
6823,102,212,472
6824,215,313,800
6828,177,251,705
6829,148,316,775
6831,332,548,1295
6833,52,98,207
6834,84,89,330
6835,193,291,983
6836,95,123,322
6837,48,56,166
6838,81,109,305
6839,54,96,261
6840,31,64,143
6842,165,251,569
6843,139,211,669
6845,63,91,269
6846,38,73,162
6847,314,575,1354
6848,80,125,327
6849,159,284,674
6851,17,30,79
6852,136,196,422
6857,130,174,490
6860,76,93,250
6861,35,55,135
6862,464,568,1516
6863,185,307,636
6867,179,296,618
6869,94,122,316
6870,328,463,1227
6872,189,248,868
6873,342,479,1320
6874,47,50,160
6878,462,665,1651
6879,192,303,784
6880,20,43,75
6881,202,284,833
6882,3,8,19
6883,309,391,1040
6884,148,261,554
6885,106,184,466
6887,161,256,570
6891,125,218,447
6893,271,398,925
6897,150,260,599
6898,121,187,455
6901,51,67,146
6902,170,228,549
6904,246,418,1173
6905,392,618,1571
6906,107,174,412
6908,49,101,258
6909,243,335,733
6910,150,232,508
6911,24,50,95
6912,17,29,85
6914,215,372,774
6915,99,162,327
6916,7,32,81
6917,47,92,203
6918,194,271,648
6919,41,50,175
6921,332,451,1158
6922,42,98,170
6923,223,362,793
6928,263,463,904
6929,87,98,323
6931,114,158,427
6933,130,192,462
6934,217,313,814
6935,17,23,75
6936,340,513,1577
6937,172,274,561
6938,123,186,412
6939,12,15,60
6940,209,361,852
6941,279,415,961
6942,308,429,1285
6943,405,668,1441
6944,15,34,96
6945,108,156,397
6946,333,516,1201
6947,366,481,1229
6948,87,147,375
6949,122,236,562
6950,168,254,617
6951,371,642,1436
6953,308,500,1386
6954,158,212,592
6955,59,88,243
6956,37,33,129
6958,30,72,166
6959,15,32,56
6961,25,46,84
6962,424,665,1847
6964,171,228,711
6965,15,20,87
6966,70,91,259
6967,64,93,231
6968,116,172,379
6969,108,141,372
6970,424,676,1551
6971,102,178,538
6972,448,700,1488
6973,172,325,680
6975,35,48,129
6977,368,582,1253
6979,82,141,311
6980,66,122,210
6981,91,121,350
6983,45,76,189
6984,324,497,1201
6985,230,278,662
6990,89,101,304
6991,35,66,143
6992,86,111,338
6993,153,199,485
6994,71,99,192
6996,64,165,327
6997,222,310,807
6998,50,131,246
7000,69,69,189
7003,174,261,703
7004,44,39,132
7005,93,198,498
7006,52,65,190
7007,273,403,920
7010,65,93,271
7011,566,578,1629
7012,85,137,322
7013,204,335,768
