cmun,municipality_clean,province_clean,0-17,18-24,25-34,35-54,55+,male,female,total_population
5042,cabezas de alambre,cabezas de alambre,9,9,14,43,79,71,83,154
5043,cabezas del pozo,cabezas del pozo,4,3,3,19,54,41,42,83
5044,cabezas del villar,cabezas del villar,15,12,11,57,144,136,103,239
5045,cabizuela,cabizuela,9,1,12,20,47,46,43,89
5046,canales,canales,4,2,1,12,16,19,16,35
5047,candeleda,candeleda,662,300,419,1416,2230,2516,2511,5027
5048,cantiveros,cantiveros,1,6,8,13,71,60,39,99
5049,cardenosa,cardenosa,27,30,39,95,231,228,194,422
5051,"carrera, la","carrera, la",10,12,7,42,89,86,74,160
5052,casas del puerto,casas del puerto,1,1,6,17,57,41,41,82
5053,casasola,casasola,2,0,2,16,45,38,27,65
5054,casavieja,casavieja,170,76,104,398,656,722,682,1404
5055,casillas,casillas,74,36,63,147,349,370,299,669
5056,castellanos de zapardiel,castellanos de zapardiel,3,6,14,25,64,61,51,112
5057,cebreros,cebreros,483,243,305,875,1345,1685,1566,3251
5058,cepeda la mora,cepeda la mora,2,2,6,18,39,38,29,67
5059,cillan,cillan,4,1,11,8,54,46,32,78
5060,cisla,cisla,4,6,11,18,65,56,48,104
5061,"colilla, la","colilla, la",63,29,43,125,111,189,182,371
5062,collado de contreras,collado de contreras,4,10,14,23,96,77,70,147
5063,collado del miron,collado del miron,0,0,1,3,17,11,10,21
5064,constanzana,constanzana,7,3,7,16,66,59,40,99
5065,crespos,crespos,40,21,37,118,269,260,225,485
5066,cuevas del valle,cuevas del valle,46,25,52,124,271,287,231,518
5067,chamartin,chamartin,1,3,7,18,34,36,27,63
5069,donjimeno,donjimeno,2,3,4,21,42,40,32,72
5070,donvidas,donvidas,1,1,6,7,20,22,13,35
5072,espinosa de los caballeros,espinosa de los caballeros,15,3,7,34,40,52,47,99
5073,flores de avila,flores de avila,18,9,20,65,161,144,129,273
5074,fontiveros,fontiveros,70,37,71,175,374,378,349,727
5075,fresnedilla,fresnedilla,8,3,5,22,60,51,47,98
5076,"fresno, el","fresno, el",95,35,66,179,228,314,289,603
5077,fuente el sauz,fuente el sauz,11,11,5,38,87,85,67,152
5078,fuentes de ano,fuentes de ano,1,0,7,17,63,51,37,88
5079,gallegos de altamiros,gallegos de altamiros,3,1,6,14,35,38,21,59
5080,gallegos de sobrinos,gallegos de sobrinos,3,0,1,15,25,23,21,44
5081,garganta del villar,garganta del villar,2,4,0,9,24,25,14,39
5082,gavilanes,gavilanes,48,33,35,120,293,289,240,529
5083,gemuno,gemuno,17,5,10,36,77,77,68,145
5084,gilbuena,gilbuena,0,0,1,8,38,32,15,47
5085,gil garcia,gil garcia,8,3,1,14,22,25,23,48
5086,gimialcon,gimialcon,1,2,7,21,45,47,29,76
5087,gotarrendura,gotarrendura,14,8,8,40,96,61,105,166
5088,grandes y san martin,grandes y san martin,1,5,1,12,16,17,18,35
5089,guisando,guisando,23,26,43,109,277,246,232,478
5090,gutierre-munoz,gutierre-munoz,1,1,7,16,40,32,33,65
5092,hernansancho,hernansancho,9,5,7,38,83,80,62,142
5093,herradon de pinares,herradon de pinares,58,21,41,161,242,283,240,523
5094,herreros de suso,herreros de suso,19,5,11,39,74,84,64,148
5095,higuera de las duenas,higuera de las duenas,31,10,19,68,141,154,115,269
5096,"hija de dios, la","hija de dios, la",5,2,7,13,50,49,28,77
5097,"horcajada, la","horcajada, la",30,17,44,105,258,227,227,454
5099,horcajo de las torres,horcajo de las torres,34,21,29,108,246,246,192,438
5100,"hornillo, el","hornillo, el",16,12,24,58,170,151,129,280
5101,hoyocasero,hoyocasero,9,16,26,72,187,177,133,310
5102,"hoyo de pinares, el","hoyo de pinares, el",363,129,197,609,886,1133,1051,2184
5103,hoyorredondo,hoyorredondo,1,1,5,15,39,32,29,61
5104,hoyos del collado,hoyos del collado,2,1,1,4,21,16,13,29
5105,hoyos del espino,hoyos del espino,29,22,33,81,193,190,168,358
5106,hoyos de miguel munoz,hoyos de miguel munoz,1,3,1,6,15,13,13,26
5107,hurtumpascual,hurtumpascual,0,1,7,4,32,28,16,44
5108,junciana,junciana,4,1,0,12,23,22,18,40
5109,langa,langa,52,29,56,114,208,236,223,459
5110,lanzahita,lanzahita,93,58,65,228,380,431,393,824
5112,"losar del barco, el","losar del barco, el",11,6,8,33,46,59,45,104
5113,"llanos de tormes, los","llanos de tormes, los",5,0,1,15,42,28,35,63
5114,madrigal de las altas torres,madrigal de las altas torres,99,69,132,332,669,667,634,1301
5115,maello,maello,59,32,65,191,357,383,321,704
5116,malpartida de corneja,malpartida de corneja,5,2,3,19,61,46,44,90
5117,mamblas,mamblas,16,3,24,43,110,111,85,196
5118,mancera de arriba,mancera de arriba,8,3,8,13,39,37,34,71
5119,manjabalago y ortigosa de rioalmar,manjabalago y ortigosa de rioalmar,0,0,2,4,17,13,10,23
5120,marlin,marlin,1,0,2,8,19,21,9,30
5121,martiherrero,martiherrero,49,26,31,119,135,189,171,360
5122,martinez,martinez,2,3,5,17,82,55,54,109
5123,mediana de voltoya,mediana de voltoya,5,6,15,34,57,61,56,117
5124,medinilla,medinilla,2,0,6,13,57,41,37,78
5125,mengamunoz,mengamunoz,7,2,6,16,23,28,26,54
5126,mesegar de corneja,mesegar de corneja,1,1,3,10,52,37,30,67
5127,mijares,mijares,79,29,63,172,387,398,332,730
5128,mingorria,mingorria,51,16,43,107,190,214,193,407
5129,"miron, el","miron, el",1,1,2,21,73,61,37,98
5130,mironcillo,mironcillo,7,6,7,34,59,60,53,113
5131,miruena de los infanzones,miruena de los infanzones,0,3,5,29,58,51,44,95
5132,mombeltran,mombeltran,93,49,71,213,490,479,437,916
5133,monsalupe,monsalupe,4,3,4,10,38,32,27,59
5134,moraleja de matacabras,moraleja de matacabras,4,3,2,17,27,29,24,53
5135,munana,munana,73,26,62,123,214,266,232,498
5136,munico,munico,8,2,6,24,40,47,33,80
5138,munogalindo,munogalindo,26,22,29,72,151,151,149,300
5139,munogrande,munogrande,4,1,14,10,50,39,40,79
5140,munomer del peco,munomer del peco,10,8,17,27,49,62,49,111
5141,munopepe,munopepe,10,6,2,32,54,54,50,104
5142,munosancho,munosancho,2,3,9,15,59,46,42,88
5143,munotello,munotello,0,0,4,8,37,27,22,49
5144,narrillos del alamo,narrillos del alamo,1,0,4,12,40,32,25,57
5145,narrillos del rebollar,narrillos del rebollar,0,0,2,10,22,21,13,34
5147,narros del castillo,narros del castillo,9,9,18,32,85,86,67,153
5148,narros del puerto,narros del puerto,1,2,2,7,17,16,13,29
5149,narros de salduena,narros de salduena,3,5,5,29,64,54,52,106
5151,navacepedilla de corneja,navacepedilla de corneja,9,5,2,30,53,53,46,99
5152,nava de arevalo,nava de arevalo,47,41,55,173,346,336,326,662
5153,nava del barco,nava del barco,2,1,6,15,59,46,37,83
5154,navadijos,navadijos,2,0,2,9,15,18,10,28
5155,navaescurial,navaescurial,6,2,1,16,32,35,22,57
5156,navahondilla,navahondilla,29,32,27,100,167,207,148,355
5157,navalacruz,navalacruz,7,10,11,54,128,124,86,210
5158,navalmoral,navalmoral,42,14,24,83,237,219,181,400
5159,navalonguilla,navalonguilla,8,4,4,29,139,90,94,184
5160,navalosa,navalosa,20,8,38,70,186,187,135,322
5161,navalperal de pinares,navalperal de pinares,135,48,73,192,376,438,386,824
5162,navalperal de tormes,navalperal de tormes,6,3,3,21,44,46,31,77
5163,navaluenga,navaluenga,283,111,169,571,1043,1085,1092,2177
5164,navaquesera,navaquesera,1,1,4,8,29,23,20,43
5165,navarredonda de gredos,navarredonda de gredos,50,23,41,127,213,235,219,454
5166,navarredondilla,navarredondilla,12,8,12,37,91,91,69,160
5167,navarrevisca,navarrevisca,29,13,33,76,150,170,131,301
5168,"navas del marques, las","navas del marques, las",1187,401,567,1610,1828,2863,2730,5593
5169,navatalgordo,navatalgordo,14,10,23,40,151,137,101,238
5170,navatejares,navatejares,2,4,0,6,38,23,27,50
5171,neila de san miguel,neila de san miguel,2,2,0,24,34,34,28,62
5172,niharra,niharra,19,10,32,51,78,114,76,190
5173,ojos-albos,ojos-albos,8,2,3,36,49,51,47,98
5174,orbita,orbita,5,5,2,25,34,37,34,71
5175,"oso, el","oso, el",6,4,10,32,77,78,51,129
5176,padiernos,padiernos,40,15,19,75,126,150,125,275
5177,pajares de adaja,pajares de adaja,7,4,13,37,76,75,62,137
5178,palacios de goda,palacios de goda,42,23,34,109,194,218,184,402
5179,papatrigo,papatrigo,21,17,17,44,122,108,113,221
5180,"parral, el","parral, el",1,1,5,14,44,40,25,65
5181,pascualcobo,pascualcobo,0,0,3,9,27,27,12,39
5182,pedro bernardo,pedro bernardo,61,31,55,172,454,407,366,773
5183,pedro-rodriguez,pedro-rodriguez,8,6,7,27,81,66,63,129
5184,peguerinos,peguerinos,31,7,33,84,144,165,134,299
5185,penalba de avila,penalba de avila,12,6,10,28,50,56,50,106
5186,piedrahita,piedrahita,175,108,119,399,855,805,851,1656
5187,piedralaves,piedralaves,277,133,171,672,913,1083,1083,2166
5188,poveda,poveda,2,3,3,4,21,18,15,33
5189,poyales del hoyo,poyales del hoyo,45,29,36,121,261,272,220,492
5190,pozanco,pozanco,0,2,7,17,33,37,22,59
5191,pradosegar,pradosegar,7,7,11,24,69,66,52,118
5192,puerto castilla,puerto castilla,7,3,5,28,55,62,36,98
5193,rasueros,rasueros,3,6,9,26,117,91,70,161
5194,riocabado,riocabado,2,7,16,26,74,76,49,125
5195,riofrio,riofrio,3,1,11,48,128,120,71,191
5196,rivilla de barajas,rivilla de barajas,5,7,3,19,22,26,30,56
5197,salobral,salobral,10,4,13,33,46,58,48,106
5198,salvadios,salvadios,3,3,6,16,42,36,34,70
5199,san bartolome de bejar,san bartolome de bejar,5,2,7,11,24,24,25,49
5200,san bartolome de corneja,san bartolome de corneja,2,2,0,7,24,19,16,35
5201,san bartolome de pinares,san bartolome de pinares,27,29,45,125,264,268,222,490
5204,sanchidrian,sanchidrian,70,41,75,176,344,353,353,706
5205,sanchorreja,sanchorreja,3,5,7,10,54,42,37,79
5206,san esteban de los patos,san esteban de los patos,1,0,2,3,14,13,7,20
5207,san esteban del valle,san esteban del valle,73,41,56,152,412,376,358,734
5208,san esteban de zapardiel,san esteban de zapardiel,0,1,2,8,29,21,19,40
5209,san garcia de ingelmos,san garcia de ingelmos,1,1,2,14,48,45,21,66
5210,san juan de la encinilla,san juan de la encinilla,3,0,4,18,45,36,34,70
5211,san juan de la nava,san juan de la nava,28,31,49,92,227,239,188,427
5212,san juan del molinillo,san juan del molinillo,15,14,10,73,125,130,107,237
5213,san juan del olmo,san juan del olmo,1,2,6,20,56,53,32,85
5214,san lorenzo de tormes,san lorenzo de tormes,0,0,0,5,25,15,15,30
5215,san martin de la vega del alberche,san martin de la vega del alberche,8,4,9,41,91,92,61,153
5216,san martin del pimpollar,san martin del pimpollar,17,4,25,55,118,126,93,219
5217,san miguel de corneja,san miguel de corneja,3,5,8,23,33,40,32,72
5218,san miguel de serrezuela,san miguel de serrezuela,7,5,9,27,59,62,45,107
5219,san pascual,san pascual,7,0,8,11,18,26,18,44
5220,san pedro del arroyo,san pedro del arroyo,64,27,52,128,230,262,239,501
5221,santa cruz del valle,santa cruz del valle,15,14,22,60,195,161,145,306
5222,santa cruz de pinares,santa cruz de pinares,16,8,20,42,87,103,70,173
5224,santa maria del arroyo,santa maria del arroyo,4,4,11,20,63,55,47,102
5225,santa maria del berrocal,santa maria del berrocal,37,24,25,72,222,192,188,380
5226,santa maria de los caballeros,santa maria de los caballeros,7,2,10,14,39,44,28,72
5227,santa maria del tietar,santa maria del tietar,100,27,46,171,208,291,261,552
5228,santiago del collado,santiago del collado,3,10,5,43,106,104,63,167
5229,santo domingo de las posadas,santo domingo de las posadas,3,3,4,21,39,37,33,70
5230,santo tome de zabarcos,santo tome de zabarcos,1,3,4,24,44,45,31,76
5231,san vicente de arevalo,san vicente de arevalo,10,14,14,41,87,92,74,166
5232,"serrada, la","serrada, la",17,10,10,37,62,72,64,136
5233,serranillos,serranillos,16,15,27,63,131,140,112,252
5234,sigeres,sigeres,2,0,2,6,35,21,24,45
5235,sinlabajos,sinlabajos,6,2,16,22,91,62,75,137
5236,solana de avila,solana de avila,7,3,5,25,60,62,38,100
5237,solana de rioalmar,solana de rioalmar,8,5,7,31,88,80,59,139
5238,solosancho,solosancho,57,46,71,197,387,413,345,758
5239,sotalbo,sotalbo,19,15,36,68,112,149,101,250
5240,sotillo de la adrada,sotillo de la adrada,891,363,459,1509,1745,2445,2522,4967
5241,"tiemblo, el","tiemblo, el",780,315,414,1277,1762,2328,2220,4548
5242,tinosillos,tinosillos,92,46,82,227,312,393,366,759
5243,tolbanos,tolbanos,12,3,7,25,43,52,38,90
5244,tormellas,tormellas,0,1,2,5,27,23,12,35
5245,tornadizos de avila,tornadizos de avila,74,37,50,144,165,227,243,470
5246,tortoles,tortoles,1,1,4,3,29,22,16,38
5247,"torre, la","torre, la",17,6,15,37,141,119,97,216
5249,umbrias,umbrias,5,6,15,22,52,50,50,100
5251,vadillo de la sierra,vadillo de la sierra,0,0,0,17,33,32,18,50
5252,valdecasa,valdecasa,4,1,5,13,33,35,21,56
5253,vega de santa maria,vega de santa maria,10,4,4,27,41,43,43,86
5254,velayos,velayos,21,18,14,53,112,112,106,218
5256,villaflor,villaflor,1,2,8,22,66,53,46,99
5257,villafranca de la sierra,villafranca de la sierra,5,5,11,42,72,77,58,135
5258,villanueva de gomez,villanueva de gomez,8,7,8,23,70,65,51,116
5259,villanueva del aceral,villanueva del aceral,7,4,5,25,51,41,51,92
5260,villanueva del campillo,villanueva del campillo,5,2,2,34,58,56,45,101
5261,villar de corneja,villar de corneja,0,2,1,9,24,23,13,36
5262,villarejo del valle,villarejo del valle,15,12,27,66,194,171,143,314
5263,villatoro,villatoro,8,8,15,35,94,88,72,160
5264,vinegra de morana,vinegra de morana,4,0,6,12,30,26,26,52
5265,vita,vita,6,6,11,14,39,47,29,76
5266,zapardiel de la canada,zapardiel de la canada,2,2,8,13,59,45,39,84
5267,zapardiel de la ribera,zapardiel de la ribera,3,9,6,26,47,44,47,91
5901,san juan de gredos,san juan de gredos,7,6,16,50,147,126,100,226
5902,santa maria del cubillo,santa maria del cubillo,22,22,36,66,174,177,143,320
5903,diego del carpio,diego del carpio,2,5,5,23,71,66,40,106
5904,santiago del tormes,santiago del tormes,6,6,9,31,57,57,52,109
5905,villanueva de avila,villanueva de avila,3,8,17,51,148,123,104,227
6001,acedera,acedera,121,55,75,240,314,414,391,805
6002,aceuchal,aceuchal,914,427,675,1586,1806,2684,2724,5408
6003,ahillones,ahillones,74,56,65,183,409,397,390,787
6004,alange,alange,264,123,208,483,731,930,879,1809
6005,"albuera, la","albuera, la",341,95,205,603,768,1035,977,2012
6006,alburquerque,alburquerque,718,314,541,1330,2092,2502,2493,4995
6007,alconchel,alconchel,224,115,188,455,646,819,809,1628
6008,alconera,alconera,125,46,78,211,297,382,375,757
6009,aljucen,aljucen,27,14,33,65,116,136,119,255
6010,almendral,almendral,160,91,149,313,487,602,598,1200
6011,almendralejo,almendralejo,6668,2571,3980,10551,10467,16923,17314,34237
6012,arroyo de san servan,arroyo de san servan,715,308,524,1133,1375,2027,2028,4055
6013,atalaya,atalaya,22,17,27,62,130,130,128,258
6014,azuaga,azuaga,1156,539,752,2068,3091,3774,3832,7606
6015,badajoz,badajoz,26993,11349,16742,46096,49966,73148,77998,151146
6016,barcarrota,barcarrota,499,290,381,980,1329,1768,1711,3479
6017,baterno,baterno,13,23,17,54,131,134,104,238
6018,benquerencia de la serena,benquerencia de la serena,67,59,79,188,396,398,391,789
6019,berlanga,berlanga,285,136,211,591,996,1107,1112,2219
6020,bienvenida,bienvenida,257,184,206,511,860,1029,989,2018
6021,bodonal de la sierra,bodonal de la sierra,138,54,96,261,444,506,487,993
6022,burguillos del cerro,burguillos del cerro,415,201,325,745,1291,1465,1512,2977
6023,cabeza del buey,cabeza del buey,583,283,479,1095,2080,2265,2255,4520
6024,cabeza la vaca,cabeza la vaca,157,94,122,316,571,652,608,1260
6025,calamonte,calamonte,954,467,727,1806,2191,3060,3085,6145
6026,calera de leon,calera de leon,112,76,93,250,386,467,450,917
6027,calzadilla de los barros,calzadilla de los barros,81,54,93,161,298,348,339,687
6028,campanario,campanario,647,348,536,1178,1996,2326,2379,4705
6029,campillo de llerena,campillo de llerena,178,94,136,365,548,647,674,1321
6030,capilla,capilla,5,13,16,30,81,77,68,145
6031,carmonita,carmonita,61,45,61,122,234,262,261,523
6032,"carrascalejo, el","carrascalejo, el",5,6,7,21,38,41,36,77
6033,casas de don pedro,casas de don pedro,158,93,119,357,644,712,659,1371
6034,casas de reina,casas de reina,30,10,19,55,92,107,99,206
6035,castilblanco,castilblanco,75,38,60,196,474,424,419,843
6036,castuera,castuera,734,368,563,1444,2391,2748,2752,5500
6037,"codosera, la","codosera, la",210,133,182,522,970,1037,980,2017
6038,cordobilla de lacara,cordobilla de lacara,101,58,90,201,379,435,394,829
6039,"coronada, la","coronada, la",343,160,272,593,781,1051,1098,2149
6040,corte de peleas,corte de peleas,153,96,153,332,453,588,599,1187
6041,cristina,cristina,98,40,69,158,183,280,268,548
6042,cheles,cheles,193,87,155,316,426,576,601,1177
6043,don alvaro,don alvaro,101,50,98,218,347,431,383,814
6044,don benito,don benito,7041,2790,4198,11523,12219,18586,19185,37771
6045,entrin bajo,entrin bajo,86,38,58,158,228,292,276,568
6046,esparragalejo,esparragalejo,210,110,164,407,601,740,752,1492
6047,esparragosa de la serena,esparragosa de la serena,150,68,115,245,354,471,461,932
6048,esparragosa de lares,esparragosa de lares,94,41,83,227,410,425,430,855
6049,feria,feria,119,85,89,271,481,509,536,1045
6050,fregenal de la sierra,fregenal de la sierra,697,332,548,1295,1868,2311,2429,4740
6051,fuenlabrada de los montes,fuenlabrada de los montes,250,116,168,460,713,839,868,1707
6052,fuente de cantos,fuente de cantos,708,349,559,1202,1774,2283,2309,4592
6053,fuente del arco,fuente del arco,78,48,56,166,310,338,320,658
6054,fuente del maestre,fuente del maestre,1050,559,786,1887,2328,3278,3332,6610
6055,fuentes de leon,fuentes de leon,250,148,261,554,947,1066,1094,2160
6056,garbayuela,garbayuela,42,23,48,118,244,252,223,475
6057,garlitos,garlitos,49,30,41,96,313,261,268,529
6058,"garrovilla, la","garrovilla, la",326,182,230,682,877,1142,1155,2297
6059,granja de torrehermosa,granja de torrehermosa,214,103,190,466,930,943,960,1903
6060,guarena,guarena,1051,514,677,1842,2564,3311,3337,6648
6061,"haba, la","haba, la",148,99,146,266,555,606,608,1214
6062,helechosa de los montes,helechosa de los montes,54,30,50,157,271,330,232,562
6063,herrera del duque,herrera del duque,494,208,369,925,1411,1709,1698,3407
6064,higuera de la serena,higuera de la serena,93,51,95,208,441,458,430,888
6065,higuera de llerena,higuera de llerena,48,21,39,91,142,174,167,341
6066,higuera de vargas,higuera de vargas,240,111,245,471,790,943,914,1857
6067,higuera la real,higuera la real,288,165,251,569,933,1113,1093,2206
6068,hinojosa del valle,hinojosa del valle,82,33,55,125,194,231,258,489
6069,hornachos,hornachos,489,289,327,926,1373,1715,1689,3404
6070,jerez de los caballeros,jerez de los caballeros,1341,674,1044,2656,3419,4485,4649,9134
6071,"lapa, la","lapa, la",38,20,35,67,136,153,143,296
6072,lobon,lobon,511,159,272,831,959,1404,1328,2732
6073,llera,llera,125,63,73,215,329,404,401,805
6074,llerena,llerena,910,377,633,1650,2089,2819,2840,5659
6075,magacela,magacela,39,38,48,123,251,256,243,499
6076,maguilla,maguilla,128,61,94,264,386,471,462,933
6077,malcocinado,malcocinado,30,17,30,79,190,195,151,346
6078,malpartida de la serena,malpartida de la serena,47,37,63,127,246,268,252,520
6079,manchita,manchita,111,46,100,200,281,370,368,738
6080,medellin,medellin,357,143,268,597,872,1138,1099,2237
6081,medina de las torres,medina de las torres,145,82,107,293,537,612,552,1164
6082,mengabril,mengabril,67,39,58,153,173,264,226,490
6083,merida,merida,10954,4771,6404,18375,19390,29079,30815,59894
6084,mirandilla,mirandilla,185,96,148,347,471,620,627,1247
6085,monesterio,monesterio,678,328,463,1227,1537,2146,2087,4233
6086,montemolin,montemolin,141,84,89,330,623,615,652,1267
6087,monterrubio de la serena,monterrubio de la serena,284,131,194,560,1027,1079,1117,2196
6088,montijo,montijo,2547,1104,1678,4374,5513,7528,7688,15216
6089,"morera, la","morera, la",87,64,61,195,300,360,347,707
6090,"nava de santiago, la","nava de santiago, la",117,59,105,216,423,459,461,920
6091,navalvillar de pela,navalvillar de pela,616,298,456,1216,1755,2184,2157,4341
6092,nogales,nogales,96,39,76,165,264,316,324,640
6093,oliva de la frontera,oliva de la frontera,691,344,556,1324,2018,2474,2459,4933
6094,oliva de merida,oliva de merida,274,122,186,443,656,851,830,1681
6095,olivenza,olivenza,1994,914,1320,3418,4090,5819,5917,11736
6096,orellana de la sierra,orellana de la sierra,19,10,14,64,154,139,122,261
6097,orellana la vieja,orellana la vieja,324,164,280,672,1145,1327,1258,2585
6098,palomas,palomas,129,50,71,183,228,330,331,661
6099,"parra, la","parra, la",164,109,167,338,508,663,623,1286
6100,penalsordo,penalsordo,50,34,69,155,517,406,419,825
6101,peraleda del zaucejo,peraleda del zaucejo,53,33,34,114,245,244,235,479
